job,run,gene,uniprot_id,antigen_len,PAE_IF,epitope_reprod,hit,prediction_id
flagship,screen-flagship-Q9BSN7,TMEM204,Q9BSN7,77,11.613,0.192,0,sab_pred_kfpHm2XgAcLlJCLUaaMq
flagship,screen-flagship-Q96FE5,LINGO1,Q96FE5,520,11.658,0.689,0,sab_pred_OjthNvGFZRQwNrVNcJgD
flagship,screen-flagship-Q9UNQ0,ABCG2,Q9UNQ0,74,11.664,0.282,0,sab_pred_PQQRuRxcheg1sUW1fPuD
flagship,screen-flagship-Q95IE3,HLA-DRB1,Q95IE3,198,11.665,0.131,0,sab_pred_m24sd6UTRuhTytMBrhcW
anchor2,screen-anchor2-Q8NBW4,SLC38A9,Q8NBW4,119,11.671,0.442,0,sab_pred_q4ohcDrhb7VsCYm7y3eG
anchor2,screen-anchor2-Q9BPV8,P2RY13,Q9BPV8,49,11.683,0.311,0,sab_pred_Euyt7kQxAHncX2PoRpnU
flagship,screen-flagship-O95436,SLC34A2,O95436,129,11.689,0.52,0,sab_pred_Ye33gkPWzYtyUT3LFReD
flagship,screen-flagship-Q70Z44,HTR3D,Q70Z44,208,11.722,0.262,0,sab_pred_DvDIr3lCVcAKKqdOq0jn
anchor2,screen-anchor2-Q8NH05,OR4Q3,Q8NH05,37,11.744,0.477,0,sab_pred_5ONiKM0WVvzxlm7JOpBg
flagship,screen-flagship-Q9BY14,TEX101,Q9BY14,197,11.762,0.862,0,sab_pred_DzxV4EAGh29Oknd1zWsD
anchor2,screen-anchor2-Q8NGI9,OR5A2,Q8NGI9,42,11.765,0.577,0,sab_pred_s38RsYAVjJNgUOGNHoRB
flagship,screen-flagship-Q5T4F4,ZFYVE27,Q5T4F4,302,11.775,0.347,0,sab_pred_8FNABa4YCfvnD1yqVfvI
flagship,screen-flagship-P15514,AREG,P15514,179,11.779,0.488,0,sab_pred_lPGUrxBP8nToVzT5u6GY
flagship,screen-flagship-Q5JRS4,OR10J3,Q5JRS4,37,11.785,0.528,0,sab_pred_QHAnXZql32A2vjgS2sYZ
flagship,screen-flagship-P26842,CD27,P26842,172,11.804,0.373,0,sab_pred_0xySqiFZO8nq3uo6tKRO
flagship,screen-flagship-Q07444,KLRC3,Q07444,147,11.805,0.461,0,sab_pred_tA4ITwhILcO9LVVyNy9h
flagship,screen-flagship-Q96R30,OR2V2,Q96R30,37,11.835,0.414,0,sab_pred_PzpRXrDTmGhGeF0zgJuq
flagship,screen-flagship-Q8TDQ1,CD300LF,Q8TDQ1,137,11.836,0.617,0,sab_pred_JJWje0QOW9uEHisGfeEo
flagship,screen-flagship-P06340,HLA-DOA,P06340,192,11.868,0.096,0,sab_pred_4dIZmQwL1Q42xpyekFi4
flagship,screen-flagship-Q6IF99,OR10K2,Q6IF99,37,11.877,0.424,0,sab_pred_RldYBxotSQYJNEDDRI2p
anchor2,screen-anchor2-P46095,GPR6,P46095,74,11.89,0.605,0,sab_pred_vuEIL0eXc16SIrGTGh0V
flagship,screen-flagship-Q96RD1,OR6C1,Q96RD1,37,11.898,0.361,0,sab_pred_p7OqHjFiuX6Drfgqyq7g
anchor2,screen-anchor2-Q8NH83,OR4A5,Q8NH83,36,11.899,0.354,0,sab_pred_nmt9Z2S6xtL19v1nrYHT
flagship,screen-flagship-P35410,MAS1L,P35410,77,11.928,0.234,0,sab_pred_mPt6tpEwB9uIQT3DrtZX
flagship,screen-flagship-A8MVZ5,BTNL10,A8MVZ5,228,11.943,0.709,0,sab_pred_FP44NITOEdhfUwxbjboo
flagship,screen-flagship-Q5TF39,NAGLT1,Q5TF39,65,11.944,0.311,0,sab_pred_bYLVFcKXzNyfIo0xUx2V
flagship,screen-flagship-Q9H7M9,C10orf54,Q9H7M9,162,11.957,0.112,0,sab_pred_Zk8zcqp8jcow9bOpIaiU
flagship,screen-flagship-P54709,ATP1B3,P54709,223,11.972,0.396,0,sab_pred_62ckC0XqyH5ZGhtsCRtc
flagship,screen-flagship-O43749,OR1F1,O43749,38,11.985,0.417,0,sab_pred_eDgrWdSw7IITF4XCVE93
flagship,screen-flagship-P23975,SLC6A2,P23975,67,11.985,0.419,0,sab_pred_6QUeQDW7fvvXZmPC9TCn
flagship,screen-flagship-Q8NGA6,OR10H5,Q8NGA6,37,11.987,0.484,0,sab_pred_M7ClMCQ5IBzVySFJ4pOf
flagship,screen-flagship-Q9H665,IGFLR1,Q9H665,141,11.999,0.189,0,sab_pred_9wpBKq3fn33mSewP9LVP
anchor2,screen-anchor2-O60883,GPR37L1,O60883,109,12.012,0.319,0,sab_pred_h499IUzxuVmgfwUctrlG
anchor2,screen-anchor2-Q495A1,TIGIT,Q495A1,120,12.017,0.474,0,sab_pred_ZlapYYeZA5rVKfODYT5Y
flagship,screen-flagship-O43657,TSPAN6,O43657,94,12.034,0.754,0,sab_pred_MbnK1yZLPEgXv9bDyZVo
flagship,screen-flagship-P43626,KIR2DL1,P43626,224,12.034,0.287,0,sab_pred_CfHhvPdLGUuX890SVkm6
flagship,screen-flagship-P51801,CLCNKB,P51801,167,12.04,0.385,0,sab_pred_bnYsKk3bFfKo0RZ5A9ug
flagship,screen-flagship-O94956,SLCO2B1,O94956,104,12.062,0.421,0,sab_pred_dmSdSU3XhnzbhOgHjgGz
anchor2,screen-anchor2-O60359,CACNG3,O60359,114,12.063,0.243,0,sab_pred_Q8xiTKP9nCruvxjzxjjW
anchor2,screen-anchor2-Q8NG94,OR11H1,Q8NG94,44,12.096,0.279,0,sab_pred_hVrxeQ7pbY8gJlNefi5R
flagship,screen-flagship-Q5M7Z0,RNFT1,Q5M7Z0,157,12.132,0.21,0,sab_pred_XUVLO5az17QVGgzdt4A8
anchor2,screen-anchor2-Q6UX82,LYPD8,Q6UX82,196,12.145,0.36,0,sab_pred_ORtPHDrs5mwfkqMloKWK
flagship,screen-flagship-Q8NGL7,OR4P4,Q8NGL7,37,12.149,0.419,0,sab_pred_duUgWzJkwxS1Q6tt4Y5Q
flagship,screen-flagship-A6NMS3,OR5K4,A6NMS3,45,12.157,0.326,0,sab_pred_KxsxzoOpu09nBcKfB6lS
anchor2,screen-anchor2-Q07108,CD69,Q07108,138,12.177,0.341,0,sab_pred_IvTB50BxMFfn4f1CZMl4
flagship,screen-flagship-Q9HC97,GPR35,Q9HC97,309,12.183,0.442,0,sab_pred_nexcvypuqwiQIILr6TIM
flagship,screen-flagship-Q01118,SCN7A,Q01118,79,12.192,0.485,0,sab_pred_P3swSHs4QLMtzpJdEtX2
flagship,screen-flagship-O60403,OR10H2,O60403,37,12.215,0.204,0,sab_pred_2GkOXIzIVJX1CTK1IYiG
flagship,screen-flagship-Q8IYL9,GPR65,Q8IYL9,337,12.235,0.234,0,sab_pred_klMnIfMtzgY36l2FeO6l
flagship,screen-flagship-Q9Y5X5,NPFFR2,Q9Y5X5,147,12.26,0.114,0,sab_pred_VBa6ysuh5h4DDt2kmXiH
flagship,screen-flagship-A6NK97,SLC22A20,A6NK97,93,12.267,0.46,0,sab_pred_95HdLkGgmptoIfDi9o0i
anchor2,screen-anchor2-Q5VXU1,NKAIN2,Q5VXU1,70,12.272,0.139,0,sab_pred_zd03duXgx7xsxNvmLENU
flagship,screen-flagship-Q8NC01,CLEC1A,Q8NC01,207,12.282,0.686,0,sab_pred_s1qD65TGeuIzfwqKhq6j
flagship,screen-flagship-Q6ISU1,PTCRA,Q6ISU1,123,12.306,0.209,0,sab_pred_0N9D38nuYBJdlGyUUbv0
flagship,screen-flagship-Q6NVV3,NIPAL1,Q6NVV3,67,12.335,0.47,0,sab_pred_5ttv69hQ9wsYa2Hq1M8N
flagship,screen-flagship-Q12891,HYAL2,Q12891,428,12.379,0.69,0,sab_pred_IJlz9xyQjrol4Or1Tg6D
anchor2,screen-anchor2-Q9BS91,SLC35A5,Q9BS91,60,12.399,0.162,0,sab_pred_3vjgl6BEH0yfTJpfTlAo
flagship,screen-flagship-Q8NC42,RNF149,Q8NC42,179,12.405,0.282,0,sab_pred_tVam3pHNs8Ee3yJyVyCa
flagship,screen-flagship-Q92956,TNFRSF14,Q92956,164,12.411,0.373,0,sab_pred_ASPg9UbEE7QbrUdRsDFN
flagship,screen-flagship-O95944,NCR2,O95944,171,12.421,0.323,0,sab_pred_1idsggT043XHyJ5oeemJ
flagship,screen-flagship-Q6ZP80,TMEM182,Q6ZP80,88,12.435,0.67,0,sab_pred_3iKMsawi8Q7nh1ZHNs3O
anchor2,screen-anchor2-Q5JXA9,SIRPB2,Q5JXA9,255,12.448,0.158,0,sab_pred_k8RcvboyPDTmwE0g6J1N
flagship,screen-flagship-P11717,IGF2R,P11717,164,12.461,0.3,0,sab_pred_p5IYELol07CsUdXZJMU5
anchor2,screen-anchor2-Q6NUT3,MFSD12,Q6NUT3,40,12.465,0.578,0,sab_pred_1CkIRc2xFaGOJnI1MKQk
anchor2,screen-anchor2-Q6ZP80,TMEM182,Q6ZP80,88,12.466,0.268,0,sab_pred_XavVQR0NPrMpcQNlwUp8
anchor2,screen-anchor2-O60635,TSPAN1,O60635,102,12.485,0.791,0,sab_pred_FY2XuTN8TtyEfTlYzccJ
anchor2,screen-anchor2-Q9UGN4,CD300A,Q9UGN4,163,12.485,0.563,0,sab_pred_Z73ojWlZZlwCHGW8Wi43
anchor2,screen-anchor2-Q5JQS5,OR2B11,Q5JQS5,37,12.509,0.407,0,sab_pred_uZ35UAuTAXpjgYfW0OeL
flagship,screen-flagship-Q86UN3,RTN4RL2,Q86UN3,344,12.514,0.479,0,sab_pred_mTbi5OZE1neMa7WcWWtv
flagship,screen-flagship-A8MPY1,GABRR3,A8MPY1,242,12.524,0.284,0,sab_pred_qD8kqT6S8y2DHlB7wRuo
anchor2,screen-anchor2-H3BS89,TMEM178B,H3BS89,148,12.529,0.3,0,sab_pred_vrUlYwpyWcscTbO3bLXy
flagship,screen-flagship-Q6ZQN7,SLCO4C1,Q6ZQN7,109,12.547,0.561,0,sab_pred_2aRBtj02xuQcOdinveJS
flagship,screen-flagship-Q9NZS2,KLRF1,Q9NZS2,172,12.553,0.66,0,sab_pred_bPbfV5GyxhF9ljerXLCl
flagship,screen-flagship-O95471,CLDN7,O95471,53,12.559,0.505,0,sab_pred_JjlbHGJPA5LQ5i8xRDmq
anchor2,screen-anchor2-P21583,KITLG,P21583,189,12.563,0.333,0,sab_pred_56Ox9RG5YuAXjIuRuryc
flagship,screen-flagship-Q9NUM4,TMEM106B,Q9NUM4,157,12.568,0.197,0,sab_pred_zikhRjd85Gg4kKbsF7Cl
flagship,screen-flagship-O60478,GPR137B,O60478,86,12.569,0.293,0,sab_pred_zInlvwKzS81udFxQqg4G
flagship,screen-flagship-Q8NHA4,OR2AE1,Q8NHA4,37,12.571,0.425,0,sab_pred_PfBxOhPuNsc4rnB963df
anchor2,screen-anchor2-Q8N131,TMEM123,Q8N131,140,12.575,0.266,0,sab_pred_6CWCZt5CWwT276C5AZIa
anchor2,screen-anchor2-Q96RD0,OR8B2,Q96RD0,37,12.618,0.411,0,sab_pred_6bgddW35TMway98KVW99
flagship,screen-flagship-Q10589,BST2,Q10589,113,12.629,0.122,0,sab_pred_dFovILhkqx71icqTN3Ve
flagship,screen-flagship-Q6ZW05,PTCHD4,Q6ZW05,174,12.665,0.276,0,sab_pred_ylG5yAojGGK1yonJadW3
anchor2,screen-anchor2-Q9NTN9,SEMA4G,Q9NTN9,658,12.695,0.773,0,sab_pred_ZXEd6wwy5crh4OzNe2sU
flagship,screen-flagship-O14944,EREG,O14944,60,12.737,0.32,0,sab_pred_Ii5HHouOjU9XwsZ86ulL
anchor2,screen-anchor2-P32970,CD70,P32970,155,12.74,0.355,0,sab_pred_w4ZffOv6DhVzxD8veGIS
flagship,screen-flagship-O15118,NPC1,O15118,249,12.759,0.302,0,sab_pred_FfLCYQtyYw37zF2kNypC
flagship,screen-flagship-P47881,OR3A1,P47881,38,12.843,0.452,0,sab_pred_WXUFGeOTxGzA9icfyUYF
flagship,screen-flagship-P35070,BTC,P35070,87,12.857,0.337,0,sab_pred_DQ3sUTDrq6YqQ1PlLtg5
anchor2,screen-anchor2-Q6IF42,OR2A2,Q6IF42,37,12.899,0.456,0,sab_pred_aUOK9zg7BtkOlxshkThD
flagship,screen-flagship-Q6IA17,SIGIRR,Q6IA17,118,12.911,0.186,0,sab_pred_MiCATT3VjmK2fHVvssbZ
flagship,screen-flagship-Q6UWN0,LYPD4,Q6UWN0,199,12.926,0.332,0,sab_pred_V7aeRkXYtGPFlASY8352
anchor2,screen-anchor2-Q9H341,OR51M1,Q9H341,40,12.934,0.202,0,sab_pred_DAbP4SXbP3bxi7az8KjX
anchor2,screen-anchor2-Q9UF02,CACNG5,Q9UF02,79,13.015,0.137,0,sab_pred_OC1auI4MiJ6TZnCHZunl
anchor2,screen-anchor2-O60755,GALR3,O60755,368,13.067,0.204,0,sab_pred_Z8mVi92gvQd5YJzO5vI4
anchor2,screen-anchor2-Q8WZ94,OR5P3,Q8WZ94,36,13.117,0.522,0,sab_pred_OdMvEGL7gYi6zwYdptIm
flagship,screen-flagship-P51575,P2RX1,P51575,288,13.117,0.508,0,sab_pred_JsezlTuSWb9Rweg08hyj
flagship,screen-flagship-O95971,CD160,O95971,135,13.118,0.641,0,sab_pred_Q7ebr9IBm9JSUeJuGL2c
anchor2,screen-anchor2-Q8NG76,OR2T33,Q8NG76,37,13.15,0.413,0,sab_pred_mWbxsAGUGxrbaoQUHIsc
anchor2,screen-anchor2-Q8N0Y3,OR4N4,Q8N0Y3,37,13.205,0.722,0,sab_pred_83cb5tpEPyUX2tfgxX66
anchor2,screen-anchor2-Q5JRV8,TMEM255A,Q5JRV8,116,13.206,0.523,0,sab_pred_JmK2pK33pAf7Wb9ueCLE
flagship,screen-flagship-P34910,EVI2B,P34910,181,13.243,0.144,0,sab_pred_8Ya2DsliWsF0PUOVW2Ge
flagship,screen-flagship-Q9NYB5,SLCO1C1,Q9NYB5,112,13.293,0.31,0,sab_pred_Xd63yDSWQHokpbpxxJsi
flagship,screen-flagship-Q8TDV5,GPR119,Q8TDV5,335,13.335,0.229,0,sab_pred_A55DNkB5cPhxTRbyZ75Q
flagship,screen-flagship-P13866,SLC5A1,P13866,54,13.341,0.647,0,sab_pred_ulO49oX3RyJRApWkV1Vl
flagship,screen-flagship-Q8NHA8,OR1F12,Q8NHA8,38,13.342,0.402,0,sab_pred_9iCjCBqAk3ksppc7CCAG
flagship,screen-flagship-Q01113,IL9R,Q01113,230,13.347,0.178,0,sab_pred_m8p1ZGZhDq1Z4L3YOVuA
flagship,screen-flagship-Q9ULC0,EMCN,Q9ULC0,172,13.408,0.279,0,sab_pred_RVwTMcJOXrzqakclUZyj
anchor2,screen-anchor2-Q96LB2,MRGPRX1,Q96LB2,322,13.442,0.757,0,sab_pred_WQpuKgTwG3BqixSsygKa
flagship,screen-flagship-Q9H6X2,ANTXR1,Q9H6X2,289,13.447,0.826,0,sab_pred_zCGag9N6Beams16WrI75
anchor2,screen-anchor2-Q32ZL2,LPPR5,Q32ZL2,53,13.468,0.255,0,sab_pred_Lg8rRQHXwcty1YoshxWU
flagship,screen-flagship-P60508,ERVFRD-1,P60508,463,13.499,0.447,0,sab_pred_yDnbMFFV5eP7nX11r4eh
flagship,screen-flagship-Q6UXV0,GFRAL,Q6UXV0,333,13.508,0.275,0,sab_pred_DkCZ90GyQ7dAvWMvjDFO
flagship,screen-flagship-Q7Z402,TMC7,Q7Z402,168,13.524,0.387,0,sab_pred_c5PJXy3hAU5iJK6KRYNG
anchor2,screen-anchor2-Q9GZZ7,GFRA4,Q9GZZ7,258,13.549,0.711,0,sab_pred_57ufgM7O784d9n35RvjP
flagship,screen-flagship-Q86UK5,EVC2,Q86UK5,274,13.55,0.312,0,sab_pred_u0zACAsT6Bqlv4QCStbI
flagship,screen-flagship-Q8NGE9,OR9Q2,Q8NGE9,37,13.557,0.441,0,sab_pred_VxI0Nb4tw5qDJQKJWmDh
flagship,screen-flagship-Q92838,EDA,Q92838,329,13.57,0.442,0,sab_pred_1EEaDeTUGz9hxLUt1I7v
anchor2,screen-anchor2-P32297,CHRNA3,P32297,219,13.588,0.636,0,sab_pred_AUw7jxT0S35JSg64M1bP
flagship,screen-flagship-P22607,FGFR3,P22607,353,13.605,0.121,0,sab_pred_ZvU9mf4rnuP8ZUrRsknP
flagship,screen-flagship-Q7Z3F1,GPR155,Q7Z3F1,158,13.623,0.149,0,sab_pred_oi5K74clybfltaIrXoGG
flagship,screen-flagship-P50443,SLC26A2,P50443,195,13.645,0.109,0,sab_pred_PD4nigpWjZOfeZiMRnGK
flagship,screen-flagship-Q8NH89,OR5AK3P,Q8NH89,42,13.65,0.434,0,sab_pred_y4Au1tPhTQyRAbQXPgn1
flagship,screen-flagship-P15509,CSF2RA,P15509,298,13.66,0.217,0,sab_pred_Nhd6eCmxPUgjwhzSRuWv
anchor2,screen-anchor2-Q2HXU8,CLEC12B,Q2HXU8,212,13.687,0.192,0,sab_pred_Tp0RTnyPM110HwUGs9fU
flagship,screen-flagship-Q9UNE0,EDAR,Q9UNE0,161,13.707,0.443,0,sab_pred_TeNWSGByGFdaJUusE2zU
flagship,screen-flagship-Q6UXN8,CLEC9A,Q6UXN8,185,13.733,0.558,0,sab_pred_L3bCTqDFT7tciLehdaNP
flagship,screen-flagship-Q7Z7J7,LHFPL4,Q7Z7J7,54,13.737,0.415,0,sab_pred_gOEcWTy95ER9Sy0xVtKn
flagship,screen-flagship-Q8WWF5,ZNRF4,Q8WWF5,223,13.739,0.309,0,sab_pred_sjTfXoYotpNCeC8hgFkS
flagship,screen-flagship-Q08708,CD300C,Q08708,163,13.754,0.215,0,sab_pred_bHch8bjpcexEUUYUIeIr
anchor2,screen-anchor2-Q9UNG2,TNFSF18,Q9UNG2,129,13.765,0.501,0,sab_pred_4ULYiM6MRp0bh2tQA2Hs
flagship,screen-flagship-Q8N7C0,LRRC52,Q8N7C0,221,13.771,0.553,0,sab_pred_7n7urFbu6bqZDp9Sy76G
flagship,screen-flagship-Q03405,PLAUR,Q03405,283,13.783,0.122,0,sab_pred_jgXXSVC80LrQISGoGJIq
anchor2,screen-anchor2-Q96R45,OR2A7,Q96R45,37,13.801,0.236,0,sab_pred_KI65ZzI4DXUdVNiNluSV
flagship,screen-flagship-P15328,FOLR1,P15328,210,13.803,0.253,0,sab_pred_pNYZ49fTlyhKSEHEEMHt
anchor2,screen-anchor2-Q7Z6A9,BTLA,Q7Z6A9,127,13.807,0.346,0,sab_pred_3ETSErzkjiNljIaGaJQN
anchor2,screen-anchor2-Q9NS68,TNFRSF19,Q9NS68,141,13.809,0.467,0,sab_pred_jrE8WQepNEYeK7rk8Mmx
anchor2,screen-anchor2-A8MVS5,HIDE1,A8MVS5,98,13.818,0.117,0,sab_pred_PKZAK3tWjXs5mdUZzb1V
flagship,screen-flagship-P26717,KLRC2,P26717,138,13.822,0.138,0,sab_pred_dzJCEtPiBgb74OHt31bq
flagship,screen-flagship-Q96FV3,TSPAN17,Q96FV3,119,13.841,0.31,0,sab_pred_mM12PeyYomCJTSalhqFM
flagship,screen-flagship-Q6UXM1,LRIG3,Q6UXM1,785,13.878,0.975,0,sab_pred_ZAFUho7qpGBczVMWtvHt
flagship,screen-flagship-Q7Z3D4,LYSMD3,Q7Z3D4,217,13.889,0.416,0,sab_pred_7kff7CDulnPxkl8BCIXl
flagship,screen-flagship-Q8TCT7,SPPL2B,Q8TCT7,149,13.892,0.643,0,sab_pred_2nZfPdsREl5Or8Ca3Y8q
flagship,screen-flagship-Q687X5,STEAP4,Q687X5,201,13.908,0.52,0,sab_pred_UatnJETJVjMtqeSlRial
anchor2,screen-anchor2-Q6PIZ9,TRAT1,Q6PIZ9,186,13.922,0.204,0,sab_pred_BHmUKWVj9ExttujO5opG
anchor2,screen-anchor2-Q92581,SLC9A6,Q92581,166,13.924,0.281,0,sab_pred_HIaN6Xs46bcBh5UtqrU9
flagship,screen-flagship-Q86UF1,TSPAN33,Q86UF1,118,13.938,0.389,0,sab_pred_qHaV2NSBONQT9IptOO0C
anchor2,screen-anchor2-P30954,OR10J1,P30954,36,13.942,0.1,0,sab_pred_AvWkKQrGFRSjy2KvBaqB
flagship,screen-flagship-Q16348,SLC15A2,Q16348,210,13.955,0.135,0,sab_pred_69pIMvlIOSJZp1rjsqAd
anchor2,screen-anchor2-Q14118,DAG1,Q14118,96,13.963,0.351,0,sab_pred_dc0KMSZfItIacC6PCXAq
flagship,screen-flagship-O60939,SCN2B,O60939,128,14.021,0.391,0,sab_pred_HCauCkFfEBQ12BFXQ38L
flagship,screen-flagship-Q8IV16,GPIHBP1,Q8IV16,131,14.03,0.489,0,sab_pred_y5gRoYlroiySerLNYYOw
flagship,screen-flagship-P25021,HRH2,P25021,359,14.031,0.29,0,sab_pred_io8XhUBautF1s24BqtLH
flagship,screen-flagship-Q9H9P2,CHODL,Q9H9P2,195,14.042,0.511,0,sab_pred_NqJMQFMbhreHyXxEEeq2
anchor2,screen-anchor2-P01920,HLA-DQB1,P01920,198,14.064,0.872,0,sab_pred_kAR17lzX7debXAPJBmqF
anchor2,screen-anchor2-Q5PT55,SLC10A5,Q5PT55,123,14.091,0.516,0,sab_pred_o5KZRZGlpaYUiTJNumq6
flagship,screen-flagship-O00526,UPK2,O00526,130,14.092,0.371,0,sab_pred_JlmlifBJbc9wMIHO7O2s
flagship,screen-flagship-P54826,GAS1,P54826,278,14.095,0.571,0,sab_pred_w2E5OsMpj8zIWMe15L3N
flagship,screen-flagship-Q9NS82,SLC7A10,Q9NS82,134,14.112,0.148,0,sab_pred_w51CCjlBk6f0PLCvfuGi
flagship,screen-flagship-Q8NBT3,TMEM145,Q8NBT3,145,14.123,0.491,0,sab_pred_JHf0Iy66pudGgZ9rNfO3
flagship,screen-flagship-O43567,RNF13,O43567,178,14.156,0.315,0,sab_pred_50HLBbapzwo0XwbHQQLU
flagship,screen-flagship-Q16581,C3AR1,Q16581,172,14.162,0.127,0,sab_pred_92xqk57BQqn5C0poEjRS
flagship,screen-flagship-O00451,GFRA2,O00451,423,14.187,0.223,0,sab_pred_6FWX2njarJcqaZbdEGtO
anchor2,screen-anchor2-Q96QE2,SLC2A13,Q96QE2,94,14.208,0.528,0,sab_pred_lPu97cMzbX3Eexy71S8v
anchor2,screen-anchor2-P33765,ADORA3,P33765,318,14.212,0.515,0,sab_pred_AVYymbRkvbeXJydm2iLE
flagship,screen-flagship-Q93038,TNFRSF25,Q93038,175,14.22,0.366,0,sab_pred_0Lam25iUdmAwlI0LmBOp
flagship,screen-flagship-O15321,TM9SF1,O15321,209,14.22,0.292,0,sab_pred_XNR9QnA07ATKcoRBiAjD
flagship,screen-flagship-Q9UL52,TMPRSS11E,Q9UL52,383,14.225,0.682,0,sab_pred_kCjbmtVPlEuyAFdYCNiT
anchor2,screen-anchor2-Q01151,CD83,Q01151,125,14.268,0.546,0,sab_pred_P7ywy5fZOwSNaUbzeBha
flagship,screen-flagship-Q6UXB3,LYPD2,Q6UXB3,81,14.282,0.569,0,sab_pred_xmNLJlEliwTKakSFoNwn
flagship,screen-flagship-Q86WK7,AMIGO3,Q86WK7,364,14.312,0.304,0,sab_pred_miF6OtwDdubWiL1PC0Nc
flagship,screen-flagship-Q13607,OR2F1,Q13607,40,14.325,0.468,0,sab_pred_WbhKEmeY9xiNJrtHeegf
flagship,screen-flagship-Q14957,GRIN2C,Q14957,535,14.332,0.191,0,sab_pred_EONcSoiQeBDYGs4cZNTm
anchor2,screen-anchor2-Q15762,CD226,Q15762,236,14.343,0.509,0,sab_pred_0lzBxG9nhTsPnAsLbOH0
anchor2,screen-anchor2-F2Z333,C1orf233,F2Z333,162,14.367,0.205,0,sab_pred_QP2nlIONzyCpY1aPuEW0
anchor2,screen-anchor2-A7MBM2,DISP2,A7MBM2,293,14.375,0.52,0,sab_pred_KCWWvdtOuWYy7SCks06G
anchor2,screen-anchor2-Q15722,LTB4R,Q15722,352,14.385,0.408,0,sab_pred_CjN9J9mBgpZYc3V3wXIm
flagship,screen-flagship-P09131,SLC10A3,P09131,224,14.435,0.811,0,sab_pred_oXzqtMo3HGAqFtaXcIhO
flagship,screen-flagship-Q8NCS7,SLC44A5,Q8NCS7,183,14.458,0.051,0,sab_pred_fBqexaWz9hLujtkL0al9
flagship,screen-flagship-Q8NCW0,KREMEN2,Q8NCW0,339,14.464,0.321,0,sab_pred_DxRuMYqIZtZQOyBybaM4
anchor2,screen-anchor2-Q9UGF7,OR12D3,Q9UGF7,37,14.48,0.28,0,sab_pred_5DNFPGyjKEIvgICV027r
flagship,screen-flagship-Q6PJG9,LRFN4,Q6PJG9,502,14.503,0.152,0,sab_pred_SpkC0ueOTdwv4IQIWLcj
flagship,screen-flagship-Q9BZW8,CD244,Q9BZW8,208,14.51,0.391,0,sab_pred_doMa4h5RnwGBy1Mn92y5
anchor2,screen-anchor2-P0C7N5,OR8U9,P0C7N5,40,14.531,0.307,0,sab_pred_V92WuCG15z3os6dyBNIH
anchor2,screen-anchor2-Q6NVV3,NIPAL1,Q6NVV3,67,14.55,0.388,0,sab_pred_b1cVRCYN1DX8KrSjQkzg
flagship,screen-flagship-Q9NQ25,SLAMF7,Q9NQ25,204,14.581,0.892,0,sab_pred_XqsVuGHGMZFTrtNIOu9q
flagship,screen-flagship-Q15109,AGER,Q15109,320,14.607,0.204,0,sab_pred_0UIJk2PGvRokjuSEHYa4
anchor2,screen-anchor2-Q6J4K2,SLC8B1,Q6J4K2,100,14.62,0.406,0,sab_pred_uvetg0uJnFAA5Q1Y1IHz
anchor2,screen-anchor2-P48060,GLIPR1,P48060,211,14.621,0.532,0,sab_pred_sjO9m69nR5ActvSgFPCp
anchor2,screen-anchor2-A8MXK1,VSTM5,A8MXK1,119,14.66,0.438,0,sab_pred_HAPLgMNendb9dm5RAUUD
flagship,screen-flagship-Q9NU53,GINM1,Q9NU53,245,14.677,0.445,0,sab_pred_2UUUr49rKs7jEqneTRNu
anchor2,screen-anchor2-O75508,CLDN11,O75508,60,14.71,0.314,0,sab_pred_jYugafNq10YsDToPjW10
flagship,screen-flagship-Q9UBY0,SLC9A2,Q9UBY0,333,14.718,0.085,0,sab_pred_WSSG5WMAxGEiDMt0uPIg
flagship,screen-flagship-Q9ULF5,SLC39A10,Q9ULF5,385,14.741,0.348,0,sab_pred_bDWUKGvAqr7AOsDcidRG
anchor2,screen-anchor2-Q96H15,TIMD4,Q96H15,290,14.765,0.258,0,sab_pred_8oGAWOwK3SCGhuTNToZ4
flagship,screen-flagship-A6ND48,OR14I1,A6ND48,311,14.794,0.554,0,sab_pred_Q2HFykqOSbfNO4GjyfdV
flagship,screen-flagship-P62079,TSPAN5,P62079,119,14.819,0.405,0,sab_pred_UwWWhUJwkOWyR831CVrT
flagship,screen-flagship-Q5T848,GPR158,Q5T848,394,14.832,0.195,0,sab_pred_Z6gLLq10PlQRXM33uxnC
flagship,screen-flagship-Q9P0L9,PKD2L1,Q9P0L9,232,14.894,0.615,0,sab_pred_FfCqxn0UATMcWROfL8F8
flagship,screen-flagship-Q9NY46,SCN3A,Q9NY46,100,14.897,0.516,0,sab_pred_c7lWjLx9TUKvKMjmGQmS
flagship,screen-flagship-Q96A25,TMEM106A,Q96A25,147,14.91,0.393,0,sab_pred_Jb1OUe9zrOZN6ohLolIp
anchor2,screen-anchor2-Q8N1N2,DYNAP,Q8N1N2,76,14.924,0.275,0,sab_pred_wQQ6zy8bneYzVSXI0u74
flagship,screen-flagship-Q9BZM6,ULBP1,Q9BZM6,191,14.931,0.48,0,sab_pred_qQcVP5wVfgw72R1644fP
flagship,screen-flagship-P26992,CNTFR,P26992,320,14.944,0.64,0,sab_pred_SCQ9bdw3cv7dH0a1O0Ca
